Gene	S1	S2	S3	S4	S5	S6	S7	S8
ADA2	0.0	0.119446	0.190607	0.659263	0.246379	0.203216	0.47321	0.172609
ADAD1	0.0	0.0	0.0	0.0	0.0001789855	0.0	0.0	0.0
ADAD1P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAD2	0.0	0.0	0.0	0.0169098	0.0	0.0	0.0	0.00825985
ADAL	0.23299	0.152659	0.231055	0.424721	0.252543	0.362031	0.198691	0.17003
ADAM10	0.926268	0.46306005	0.463227	1.0836649999999999	1.4726599999999999	1.062982	1.202179	2.0703
ADAM11	0.057176149999999995	0.0221875	0.0060716	0.034748056805	0.0	0.0159281	0.0	0.036271899999999996
ADAM12	0.0	0.0	0.0	0.0	0.0967605	0.0	0.159211	0.0376097
ADAM15	0.0	0.0	0.0	0.0	0.30598	0.0	5.33074e-10	0.0
ADAM17	0.47642149999999994	1.113915	0.6285315	0.593082	0.5262975	0.5406885	0.581995	0.467071
ADAM18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM19	0.6029605	0.7363335	0.313396	0.11958479999999999	1.2054627	0.3467485	1.63536	0.6646615
ADAM1A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM1B	0.519847	0.0903588	0.718215	1.44433	0.256555	0.242208	1.31779	1.03629
ADAM2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM20P1	0.0	0.0	0.0	0.0149594	0.0	0.0	0.0	0.0
ADAM20P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM20P3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM21P1	0.0	0.02957895	0.0	0.0453333	0.03078775	0.0	0.0	0.0
ADAM22	1.34347e-07	0.0	0.108829	0.0	0.0670028	0.0105623	0.0	0.0718603
ADAM23	0.3102245	4.533735	1.6934	2.671395	0.6675115	1.3634249999999999	1.786575	2.9654849999999997
ADAM24P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM3A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM3B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM6	0.0	0.0	0.0	0.0051887	0.0	0.0	0.0	0.0
ADAM7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM8	0.44468199999999997	0.5301104999999999	0.5128845	0.3574185	0.2649075	0.2147145	1.5466250000000001	1.2997649999999998
ADAM9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAMDEC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0709382	0.0
ADAMTS1	0.0	0.03938055	0.0838387	0.0	0.0806589	0.0167147	0.0	0.0837265
ADAMTS10	0.0	0.131051	0.0	0.122043	0.0	0.509075	0.105057	0.101257
ADAMTS12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAMTS13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAMTS14	0.0	0.0	0.0	0.0	0.00151358	0.0186923	0.00148773	0.0
ADAMTS16	0.003623055	0.0427789	0.0	0.0254686	0.01076365	0.0231188	0.01706235	0.0
ADAMTS17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAMTS18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAMTS19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAMTS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAMTS20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAMTS3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAMTS4	0.0465075	0.4846735	0.0	0.2509215	0.04381705	0.237875	0.1458218	0.098795
ADAMTS6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAMTS7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAMTS7P1	0.563935	0.11699575	0.339773	0.09759275	0.293889	0.127558	0.43564	0.533132
ADAMTS7P3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAMTS7P4	0.22245800000000002	0.14950605	0.910485	0.1900215	0.60979	0.3768495	0.325634	0.435921
ADAMTS8	0.0	0.0181679	0.0354109	0.0	0.261511	0.149227	0.0	0.0312525
ADAMTS9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAMTSL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAMTSL2	0.0	0.0	0.0	0.137575	0.0	0.120324	0.0	0.14942
ADAMTSL3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAMTSL4	0.0	0.0100815	0.0	0.0	0.0257831	0.0	0.0221026	0.0393201
ADAMTSL5	0.00063362	0.1070545	0.0	0.0	0.054598	0.0	0.1038541	0.0
ADAP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAR	0.8047535	1.1599665	1.2996355	1.6277400000000002	0.8635174999999999	0.9875659999999999	1.1814835000000001	2.977825
ADARB1	0.0868257	0.115491	0.0697225	0.63283	0.0827263	0.104134	0.241151	0.456109
ADARB2	0.5495525	0.085466	0.6606585	0.211994	0.2745	0.0	0.540635	0.311096
ADAT1	3.04991	1.4666	1.62157	2.73907	3.59491	0.830834	4.56799	1.81254
ADAT2	3.824768	1.1333225	2.803982	2.247361	1.781256	1.7919375	2.472157	1.9617369999999998
ADAT3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28256
ADCK1	0.0	0.0	0.0	0.0	0.0	0.185979	0.0	0.0140064
ADCK2	0.4362225	0.3039175	0.173056	0.572031	0.1900775	0.398748	1.0869335	0.7342850000000001
ADCK5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADCY1	0.0	0.0	0.0	0.0	0.0	0.0	0.00510165	0.0
ADCY10	0.01351325	0.0	0.0	0.0	0.0161354	0.0	0.0	0.0
ADCY10P1	0.0	0.199753	0.0182551	0.304099	0.117824	0.13204	0.344078	0.211848
ADCY2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADCY3	0.0	0.0	0.0	0.0	0.0	0.0	0.189599	0.0844173
ADCY4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADCY5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADCY6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADCY7	0.518334	0.295874	0.509917	1.06562	1.24773	0.396112	0.547309	1.39278
ADCY8	0.0	0.0	0.0	0.0	0.0107649	0.0	0.02682155	0.0
ADCY9	0.0	0.2193345	0.0	0.0	0.313856	0.0	0.0	0.0
ADCYAP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADCYAP1R1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADD1	0.191107	0.2474845	0.4448075	0.44788	0.2492617	0.2809445	0.456256	0.3779625
ADD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADD3	2.25622	1.15073	1.58361	2.91434	1.51271	0.973748	1.04407	1.39132
ADGB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRA2	0.0365678	0.03414985	0.0117614	0.0109201	0.02178635	0.02006175	0.0	0.059577
ADGRA3	0.0	0.0	0.0	7.0488e-07	0.0	0.0	0.0	0.0
ADGRB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRB2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRB3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRE1	0.00277849	0.325551	0.0	0.0641195	0.0	0.0881163	0.313394	0.361867
ADGRE2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRE3	0.0	0.0	0.0	0.01388245	0.0	0.0	0.0	0.0
ADGRE4P	0.0497859	0.1383725	0.0	0.2293455	0.0	0.21918949999999998	0.0870675	0.450437
ADGRE5	0.982085	1.18935	0.720747	1.79157	0.794227	0.597186	0.805353	1.05598
ADGRF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRF3	0.0	0.0	0.0	0.0	0.0	0.0801176	0.0205145	0.0494572
ADGRF4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRF5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRF5P1	0.0620405	0.03530805	0.109667	0.2218525	0.8977875	0.4583795	0.28412950000000003	0.6065495000000001
ADGRF5P2	0.0	0.0	0.0	0.0	0.0	0.022592	0.0	0.0
ADGRG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRG2	0.0	0.0	3.6445922500000004e-08	0.0	7.55005e-11	0.0	0.0	0.0
ADGRG3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRG4	0.0	0.00161823	0.00214649	0.004107775	0.00629385	0.0018071	0.0	0.0
ADGRG5	0.1179075	0.121711	0.04182875	0.016067750812995	0.01261255	0.0	0.3638425	0.065046
ADGRG6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRG7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRL1	0.0	0.0	0.02811205	0.0	0.057489	0.0475849	0.0	0.0462872
ADGRL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRL3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRL4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRV1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADH1A	0.0	0.01141665	0.0	0.1442875	0.0	0.219911	0.0	0.045176
ADH1B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADH1C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADH4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADH5	2.76402	1.212235	2.62434	2.521935	3.12651	2.400675	2.9061899999999996	4.51873
ADH5P2	0.0354803	0.0	0.0	0.0	0.035163	0.0	0.0	0.0
ADH5P3	0.0	0.0	0.0748129	0.0	0.0	0.0326472	0.0	0.0338693
ADH5P4	0.0580086	0.0	0.0620267	0.0571371	0.0	0.10518	0.090645	0.0369458
ADH5P5	0.0	0.0	0.159803	0.0	2.62695	3.43996	0.0	0.446405
ADH6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADH7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADHFE1	0.0	0.0	0.246952	0.000143276	1.79261e-06	0.0	0.312506	0.0
ADI1	3.85126	1.20002	3.90057	4.19055	2.69745	0.945214	1.83855	1.54008
ADI1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADI1P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.113876
ADI1P3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADIG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADIPOQ	2.69123e-06	0.074439	1.24839e-06	7.26986e-07	3.86972e-06	4.9054e-07	1.58208e-06	0.0834465
ADIPOR1	1.03398000357087	1.3325	0.57157	0.66436000269361	0.257653	0.575595	0.564565	3.170925
ADIPOR1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0361039
ADIPOR2	0.04995765	0.0	0.0	0.11938499999999999	0.1889896	0.02408815	0.10329	0.17121405
ADIRF	0.0	0.115511	0.097571	0.48780300000000004	0.0232815	0.828407	0.351807	0.0
ADK	1.8754415	1.1071615	1.5814665	1.8903765000000001	1.4816654999999999	1.3768245000000001	2.14071	1.65652
ADM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADM2	0.480689	0.490584	0.426625	0.32183	0.33863	0.3185	0.324132	0.771779
ADM5	0.0	0.0360696	0.101182	0.441247	0.0	0.199971	0.0792305	0.335991
ADNP	1.47995	0.750063	1.97847	2.32574	1.84386	1.69057	1.84538	1.72161
ADNP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADORA1	0.00508855	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADORA2A	0.0	0.0	0.0846425	0.157673	0.07759275	0.2356515	0.03921007	0.07601502881815
ADORA2B	0.0207713	0.0164434	0.30242	1.38056	0.765063	2.29695	0.298157	1.71201
ADORA2BP1	0.0	0.0	0.0	0.101531	0.195962	0.0	0.181235	0.0
ADORA3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADPGK	3.48188	2.14149	2.86134	4.37374	2.88596	4.71618	3.12373	4.64242
ADPRH	0.0	0.0	0.0	0.0	0.205813	0.0	0.343248	0.0
ADPRHL1	0.11617954999999999	0.00607875	0.00605495	0.04177715	0.12556865	0.024140750000000002	0.118437	0.0632465
ADPRM	3.27679	6.96213	2.4123	3.74038	4.17077	5.83509	1.92999	7.70642
ADRA1A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRA1B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRA1D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRA2C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRB3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRM1	1.0264715	1.7256434999999999	1.292629	1.855937	1.562435	1.28433	1.7442700000000002	2.449125
ADSL	0.290263	0.2567585	0.653575	0.5539240000000001	0.6941575	0.5224545	0.3209925	0.689467
ADSS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADSS2	0.358541	1.00852	0.0409172	1.135718	0.9128325	0.3160085	0.190525	0.407943
ADTRP	0.0468216	0.0	0.0	0.340799	0.169186	0.0	0.0852912	0.198056
AEBP1	0.0	0.0	0.0	0.0142905	0.01343795	0.0	0.0	0.0
AEBP2	0.8753825	1.7462149999999999	1.5599500000000002	1.8397549999999998	3.075755	1.81204	2.793765	1.135451
AEN	0.356508	1.20752	1.19144	1.88237	0.770757	1.26039	0.363886	0.682008
AFAP1	0.0	0.0	0.0	0.195156	0.189549	0.0	0.0	0.0
AFAP1L1	0.0	0.0	0.0	0.0974513	0.0	0.0	0.0	0.0
AFAP1L2	0.108228	0.0937772	0.144086	0.166143	0.165869	0.14365	0.507741	0.640913
AFDN	0.0	0.0	0.0148804	0.0	0.0	0.0	0.0	0.0
AFF1	0.216855	0.325442	0.767406	1.94241	0.319452	0.517438	1.14783	0.775089
AFF2	0.002891665	0.00225378	0.00310051	0.0160103	0.03351245	0.05702081	0.0124822	0.00644435
AFF3	0.167679	0.0564101	0.0892158	0.0	0.199801	0.34534	0.235211	0.226825
AFF4	1.939785	2.462605	2.76098	4.21347	1.980385	2.359645	3.69714	1.6120700000000001
AFG1L	0.39198500000000003	0.5527044999999999	0.3911205	0.8389375000000001	0.583664	0.503661	0.6698095	0.4200235
AFG3L1P	0.175041	0.412371	0.385659	0.476629	0.33768	0.658646	0.491629	0.50138
AFG3L2	0.0	0.0	0.396316	0.0	0.0	0.808456	0.100148	0.0
AFG3L2P1	0.0216332	0.0175603	0.0	0.0	0.0215798	0.0	0.0515294	0.0
AFM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AFMID	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AFP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AFTPH	0.70179	1.88801	0.693048	0.890685	1.45334	0.479291	1.04827	0.566227
AGA	0.718835	0.634932	1.60227	1.31509	2.01464	1.31966	1.18801	0.706626
AGAP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGAP10P	0.626102	0.457104	0.0340782	0.44991	0.096217	0.0290214	0.425523	0.264639
AGAP11	0.0	0.0205115	0.0	0.0	0.0	0.0	0.0	0.0523941
AGAP12P	0.1264645	0.0744905	0.01818715	0.0445501	0.0	0.0329173	0.0	0.0983785
AGAP13P	0.209138	0.0	0.0	0.0	0.154921	0.0	0.0	0.0
AGAP14P	0.0322677	0.282217	0.0	0.12286	0.157406	0.186779	0.0866363	0.0512927
AGAP2	2.05949	1.03396	2.14214	1.34092	0.913423	2.26511	0.270514	0.263861
AGAP3	0.0748516	0.0569082	0.093144	0.141033	0.0	0.0924584	0.134222	0.0712945
AGAP4	0.564464	0.0	0.578544	0.507029	1.03837	0.530118	0.0	0.526535
AGAP5	0.247292	0.43037349999999996	0.361559	0.408301	0.250668	0.140123	0.7406035	0.658655
AGAP6	1.07889	0.573844	0.764113	0.606663	1.20874	1.4784	0.736998	0.551164
AGAP7P	5.36841	7.40853	4.59416	4.97727	3.51798	5.66393	5.77133	7.61719
AGAP9	1.88849	1.6411	0.567563	1.55614	1.03147	0.971612	0.423269	1.05738
AGBL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGBL2	0.0493913	8.74076e-08	0.0934277	0.0486769	0.0869196	0.0479148	0.0	0.0272305
AGBL3	0.124823	0.210365	0.250588	0.226105	0.326385	0.407226	0.257603	0.371683
AGBL4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGBL5	0.172015	0.147911	0.118412	0.855612	0.184805	0.813054	0.349217	0.534664
AGER	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGFG1	11.2554	9.71314	14.4077	10.4992	13.8553	8.07618	11.277	5.32922
AGFG2	11.119145	6.718935	13.532119999999999	8.077075	11.786155	5.8858299999999995	12.094255	8.352545
AGGF1	7.47519	4.96493	5.22259	9.1536	9.47052	7.89365	3.33586	10.1006
AGGF1P1	0.0	0.162098	0.244256	0.230191	0.0	0.107248	0.36138	0.459768
AGGF1P10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0162676
AGGF1P2	0.106709	0.386258	0.690842	0.259217	0.440708	0.482621	1.02467	1.09249
AGGF1P3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGGF1P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGGF1P5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGGF1P6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGGF1P7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGGF1P8	0.04041	0.137668	0.0857385	0.206678	0.0801512	0.037728	0.0490377	0.0
AGGF1P9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGK	0.0	0.0	6.45724344e-07	0.010327622382349999	0.05921076	0.066370902198	0.0	0.06281485
AGKP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGKP2	0.0	0.0	0.0333956	0.0947926	0.0	0.0	0.0	0.0299399
AGL	3.29731e-09	0.0	0.000386491	0.000174011	0.0	0.0	0.00720324	2.46534e-08
AGMO	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGO1	2.142685	1.4091	2.76297	1.794275	1.473882035	2.6635999999999997	1.8449900000000001	3.790505
AGO2	0.687413	0.274852	0.612794	0.924889	0.410781	0.328947	1.25776	1.22337
AGO3	1.3005149999999999	0.974838	1.113281	2.03631	1.5889199999999999	1.0333005000000002	1.7944049999999998	1.113559
AGO4	1.0271445	0.25218779090000004	0.1813292	1.654257	4.370725	1.0068875	0.69303	3.1252500000000003
AGPAT1	0.0	0.0	0.0	0.0	0.00738819	0.0	0.0	0.0
AGPAT2	0.0	0.0	0.1900055	0.20486100000000002	0.0	0.050511	0.3798735	0.1835515
AGPAT3	0.0537238	0.076323	0.0021026	0.143447	2.22376e-08	0.254222	0.257542	0.0908364
AGPAT4	0.184162	1.2332185	0.53914055	0.4358555	0.77379	0.2856915	0.512127	0.3043635
AGPAT5	0.10160134999999999	0.1393005	0.24861650000000002	0.2373715	0.17572200000000002	0.0	0.0	0.13640085
AGPAT5P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGPS	5.99183	2.01446	5.75919	3.43068	7.25044	5.08419	8.05568	6.8406
AGR2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGR3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGRN	3.44394e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGTPBP1	0.439529	1.62779	0.810582	1.70874	1.36512	3.12006	0.649377	3.06792
AGTR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGTRAP	0.327871	0.432138	0.0	0.0	0.487359	0.0	1.11894e-05	0.51695
AGXT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGXT2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AHCTF1	0.2175745	0.46088885	0.2129488	0.200946	0.5011965	0.09754445	0.280935	0.1255305
AHCTF1P1	0.0699623	0.197986	0.404012	0.287809	0.161705	0.178728	0.188104	0.267487
AHCY	0.335449	0.424385	0.427827	0.409877	0.299548	0.307562	0.131178	0.703031
AHCYL1	0.797194	0.281694	0.41377	0.882129	0.250216	0.47216	0.323865	0.872849
AHCYL2	0.0	0.0	0.128605	0.0	0.0	0.0919905	0.0	0.0
AHCYP2	0.120172	0.0	0.0958973	0.244428	0.0595619	0.19487	0.252775	0.316505
AHCYP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AHCYP4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AHCYP5	0.0	0.0	0.0	0.0	0.0629013	0.0	0.0	0.121779
AHCYP7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AHCYP8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AHDC1	0.0	0.0	0.0	0.0596151071	0.0	0.0	5.1495e-09	0.02102805
AHI1	0.183802	0.0239551	0.16079	0.165012	0.459089	0.040617	0.282708	0.233383
AHNAK	1.24683	0.592073	0.235262	2.16774	2.85351	0.1686	1.88247	3.8022
AHNAK2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AHR	0.4705615	0.0	0.1199245	0.0	0.1614805	0.0	0.02444405	0.71222
AHRR	0.0	0.0	0.0	0.0	0.0	0.0	0.0179306	0.0
AHSA1	0.7956165	0.61332	0.557414	0.9932844999999999	0.9955844999999999	0.8778284999999999	0.26240549999999996	0.5376735
AHSA2P	0.103624	0.0406281	0.276003	0.430893	0.534008	0.26417	0.343125	0.375608
AHSG	0.01234965	0.0	0.0921205	0.01569995	0.0	0.0	0.0	0.082272
AHSP	0.0	0.0	0.166584	0.0	0.0	0.0	0.0	0.0
AICDA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AIDA	0.180396	0.0	0.179686	0.188617	0.406219	0.732241	0.468788	0.600292
AIDAP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0506789
AIDAP2	0.030297	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AIDAP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AIF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0183747	0.029862
AIF1L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AIFM1	0.0	0.0	0.0426481	0.0461416	0.19504	0.108149	0.0	0.03086925
AIFM1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AIFM2	0.0335143	0.0	0.414817	0.19494	0.14304	0.256562	0.0858027	0.0
AIFM3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AIG1	0.0716983	0.921322	0.136874	0.186468	0.0726638	0.66129	0.0482829	0.580402
AIG1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AIM2	0.0	0.0	0.0	0.0	0.0904438	0.0	0.0	0.0
AIMP1	19.404935000000002	7.946395000000001	18.372225	15.47442	16.93614	12.82488	15.2965	10.32231
AIMP1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AIMP1P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AIMP2	0.48906	0.278191	0.632464	0.721209	0.741327	0.124396	0.188049	0.81887
AIPL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AIRE	0.0	0.0190452	0.00864215	0.01714995	0.01149545	0.0	0.0	0.0
AJAP1	0.0	0.1843495	0.0	0.0	0.0	0.369337	0.02517025	1.735265
AJM1	0.239364	0.260487	0.936742	0.505899	0.817416	0.173178	0.515507	0.331355
AJUBA	0.0557839	0.0	0.0	0.0	0.0	0.184916	0.0	0.0
AK1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AK2	0.788208	0.449232	1.3372	0.711055	0.706672	1.25823	0.945737	0.382639
AK2P2	0.0	0.0	0.0	0.274396	0.25931	0.0	0.0	0.0
AK3	3.81961	4.7111	4.51532	5.15143	2.76346	3.79868	3.60838	3.59101
AK3P2	0.0	0.0	0.0	0.0	0.0	0.0566145	0.0	0.0
AK3P3	0.263301	0.592348	0.832155	1.7071	0.392165	0.624709	0.734616	1.42882
AK3P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AK3P5	0.0901232	0.084118	0.0	0.473415	0.627455	0.0865815	0.454367	0.0890221
AK4	0.0	0.0	0.0	0.0	0.0	0.0	2.20918e-06	1.07112e-10
AK4P1	0.0	0.767609	0.0	0.321041	0.146188	0.0	0.0	0.431192
AK4P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AK4P3	0.0	0.0	0.0	0.0	0.0	0.0888764	0.0	0.0
AK4P4	0.0	0.0	0.0	0.0707485	0.202941	0.0	0.0	0.0
AK4P5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AK4P6	0.0	0.0	0.0	0.0	0.0	0.0	0.22187	0.0
AK5	0.0	0.730937	0.0	0.369995	0.0	0.7638745	0.07214910000000001	0.9765714999999999
AK6	4.7421	4.40295	4.17858	6.74171	5.59202	7.33708	3.7315	3.57105
AK6P1	0.0	0.0	0.0	0.0	0.0	0.0	0.127507	0.0
AK6P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AK7	0.0469088	0.0574915	0.149098	0.0688	0.0344139	0.0947975	0.066579	0.081265
AK8	0.0	0.0	0.0	0.0	0.0444338	0.0	0.0137643	0.0
AK9	0.0573736	0.352669	0.08402	0.675227	0.495177	0.098655	0.0955225	0.430168
AKAIN1	0.0	0.0	0.0	0.0	0.0	0.171381	0.0	0.0
AKAP1	2.12676e-09	0.0	0.0	0.09764711300000001	0.02330205	0.0	1.49348e-10	0.0
AKAP10	0.3603515	0.588775	0.8439725	1.36171	0.7830975	1.26375	0.7133425	1.845325
AKAP12	0.0	0.256774055	0.0	0.0	0.0	0.0	0.0	0.052676
AKAP13	0.959579	1.40847	1.26061	1.71778	1.33483	1.30701	2.23081	0.958403
AKAP14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AKAP17A	9.72975	10.15057	4.975595	8.562875	6.58551	12.51375	10.49474	14.305900000000001
AKAP17BP	0.0	0.0216816	0.0	0.0410338	0.0	0.0124287	0.0	0.0
AKAP3	0.0780937	0.332549	0.0	0.187086	0.619404	0.0546102	0.191593	1.02029e-07
